A, M, D,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-1-1,6,3,2,4,2,-1,100,81,61,991,987,979,31,10,5,32,23,,7.87,6,Rain-Snow,209
2015-1-2,3,1,-1,1,-2,-5,87,78,65,979,972,970,27,12,10,32,14,,0.00,4,Snow,200
2015-1-3,2,0,-2,0,-2,-4,100,79,59,989,981,973,31,10,3,32,19,,0.00,5,Snow,201
2015-1-4,0,-1,-2,-2,-6,-8,87,69,57,1008,1000,990,10,10,10,40,23,,0.00,5,Rain,190
2015-1-5,-4,-6,-7,-8,-11,-12,69,62,51,1020,1015,1008,10,10,10,35,24,,0.00,3,,191
2015-1-6,0,-4,-8,-3,-8,-12,86,64,42,1019,1009,1001,27,11,10,43,32,,0.00,7,Snow,211
2015-1-7,1,0,-2,0,-1,-3,93,87,66,1003,1000,998,31,12,3,32,18,,0.51,7,Rain-Snow,204
2015-1-8,4,1,-2,-1,-2,-5,100,78,45,1001,989,985,31,12,0,45,18,,0.00,7,Fog-Rain-Snow,181
2015-1-9,0,-2,-3,-1,-3,-7,100,84,65,989,988,988,31,9,2,35,24,,1.02,6,Snow,193
2015-1-10,-4,-7,-8,-6,-9,-15,93,70,50,991,989,988,29,7,2,52,39,64,0.00,7,Snow,186
2015-1-11,-8,-11,-14,-13,-16,-19,79,57,42,998,995,991,21,17,14,34,19,48,0.00,,,173
2015-1-12,-8,-11,-14,-16,-18,-20,79,58,28,998,993,987,31,23,14,24,8,,0.00,,,109
2015-1-13,-4,-9,-14,-10,-13,-20,74,60,44,987,977,971,31,17,9,48,24,61,0.00,5,Snow,185
2015-1-14,-3,-5,-7,-8,-9,-11,74,60,48,984,979,972,31,12,10,47,31,,0.00,4,,186
2015-1-15,-5,-7,-9,-8,-10,-12,86,69,51,990,988,984,31,22,14,35,24,,0.00,,,198
2015-1-16,-1,-6,-10,-4,-7,-11,93,79,61,986,979,976,31,12,9,27,6,,0.00,6,Rain-Snow,100
2015-1-17,0,-3,-4,-2,-6,-7,87,76,64,998,986,977,10,10,8,21,6,,0.00,6,Snow,76
2015-1-18,-1,-4,-9,-1,-8,-14,93,64,42,1024,1014,998,14,9,2,40,23,,0.00,5,Rain-Snow,58
2015-1-19,-7,-10,-12,-10,-13,-16,86,72,51,1026,1025,1024,31,28,21,21,8,,0.00,,,194
2015-1-20,-8,-10,-12,-9,-13,-14,86,80,68,1026,1024,1023,31,23,10,19,8,,0.00,,,170
2015-1-21,-7,-9,-12,-10,-12,-13,93,83,70,1029,1028,1026,31,26,19,11,5,,0.00,,,129
2015-1-22,-6,-9,-11,-9,-11,-12,93,83,65,1028,1025,1020,31,26,18,14,5,,0.00,8,,198
2015-1-23,-4,-8,-11,-11,-13,-15,86,72,36,1021,1013,1004,31,25,14,21,8,,0.00,,,176
2015-1-24,-4,-7,-10,-6,-12,-15,93,60,38,1005,999,997,31,9,1,37,24,,0.00,7,Snow,196
2015-1-25,2,-2,-6,0,-2,-6,96,79,51,1006,1003,997,31,10,0,34,26,,1.02,6,Rain-Snow,195
2015-1-26,4,2,0,0,-2,-6,100,68,41,996,991,989,31,11,2,43,29,,0.00,6,Rain-Snow,197
2015-1-27,2,1,1,-1,-2,-4,87,71,45,990,988,986,31,14,8,47,37,,0.25,7,Rain-Snow,195
2015-1-28,-1,-4,-7,-3,-7,-9,93,79,52,987,982,980,31,15,10,24,10,,0.00,4,,85
2015-1-29,-4,-4,-5,-8,-13,-16,69,47,30,995,993,987,10,10,10,40,29,58,0.00,4,,67
2015-1-30,-4,-6,-7,-10,-12,-14,68,53,40,994,992,990,10,10,10,34,19,45,0.00,6,Rain-Snow,90
2015-1-31,-3,-6,-9,-8,-10,-12,80,67,52,1003,997,992,31,17,10,26,10,,0.00,6,,186
2015-2-1,-4,-6,-8,-9,-12,-16,68,52,39,1003,1000,998,31,14,10,21,10,26,0.00,6,,112
2015-2-2,-6,-7,-7,-13,-16,-19,54,42,28,1005,1001,998,31,13,10,29,10,,0.00,6,,111
2015-2-3,-7,-8,-8,-12,-13,-15,68,57,41,1013,1009,1005,31,12,10,27,16,,0.00,6,Rain,173
2015-2-4,-5,-7,-9,-9,-12,-15,74,63,52,1017,1015,1012,26,13,10,40,26,,0.00,4,,200
2015-2-5,3,-1,-6,0,-4,-12,100,74,44,1012,1000,992,19,8,2,50,37,61,0.00,7,Rain-Snow,206
2015-2-6,2,0,-2,1,-3,-8,100,83,56,1006,1000,987,31,8,1,40,26,,3.05,7,Rain-Snow,229
2015-2-7,2,-2,-6,1,-4,-7,100,81,47,994,977,966,27,8,0,95,35,134,0.00,7,Rain-Snow,238
2015-2-8,-5,-6,-7,-7,-8,-12,93,80,59,999,995,991,31,10,2,50,27,69,1.02,6,Rain-Snow,244
2015-2-9,5,-2,-8,1,-3,-10,100,81,54,993,984,979,27,6,1,63,26,87,7.87,7,Rain-Snow,236
2015-2-10,1,-1,-2,-1,-4,-8,95,70,41,987,984,979,31,9,0,72,35,90,0.00,6,Rain-Snow,251
2015-2-11,1,-1,-3,-2,-4,-9,100,72,35,991,988,983,14,6,0,64,40,95,3.05,6,Rain-Snow,244
2015-2-12,-3,-4,-5,-3,-7,-11,100,82,51,1000,993,986,26,5,0,64,19,60,5.08,7,Rain-Snow,282
2015-2-13,-6,-7,-8,-6,-8,-11,97,81,60,1013,1007,996,31,5,0,58,24,55,6.10,7,Snow,254
2015-2-14,-5,-7,-8,-7,-8,-10,93,85,69,1028,1021,1013,31,7,0,26,13,,5.08,6,Snow,209
2015-2-15,2,-2,-7,-4,-8,-12,80,59,33,1028,1021,1016,10,9,8,40,27,,0.00,5,,197
2015-2-16,4,2,0,-3,-4,-6,75,58,39,1016,1010,1007,31,12,10,40,26,,0.00,3,,193
2015-2-17,3,2,1,-3,-5,-7,75,54,39,1007,998,989,10,10,10,40,32,,0.00,5,,189
2015-2-18,0,-2,-3,-1,-3,-7,94,82,60,1001,996,990,31,8,0,42,26,,3.05,7,Snow,213
2015-2-19,3,1,-2,1,-2,-8,100,82,53,993,985,981,31,11,1,29,18,,6.10,6,Fog-Rain-Snow,207
2015-2-20,3,2,1,1,-1,-2,93,80,63,982,978,976,31,12,6,34,21,,0.00,6,Rain-Snow,198
2015-2-21,2,1,1,0,-1,-2,93,81,60,979,977,975,31,11,6,26,18,,3.05,6,Rain-Snow,220
2015-2-22,1,-2,-6,0,-3,-8,100,87,73,988,982,978,31,6,0,35,13,,7.11,6,Rain-Snow,23
2015-2-23,0,-4,-8,-5,-7,-10,93,76,53,992,990,987,31,15,10,35,6,,0.00,7,Snow,141
2015-2-24,3,0,-3,-1,-3,-6,88,71,48,991,987,985,27,11,5,32,18,,0.00,7,Rain-Snow,199
2015-2-25,2,1,0,0,-1,-3,93,86,73,1009,1001,991,23,10,3,26,14,,1.02,7,Rain-Snow,314
2015-2-26,3,1,-2,-2,-3,-6,89,75,51,1010,1006,999,31,17,9,32,11,29,0.00,6,Rain,88
2015-2-27,3,1,-2,0,-1,-2,93,82,62,1000,999,996,31,11,10,29,21,,0.00,7,Rain-Snow,202
2015-2-28,4,2,1,0,-3,-4,93,61,44,996,991,986,10,10,10,43,27,,0.00,6,,189
2015-3-1,4,3,2,-1,-3,-5,75,61,43,987,983,979,10,10,10,47,29,,0.00,6,Snow,192
2015-3-2,5,3,2,-1,-3,-4,75,60,38,988,983,979,10,10,10,43,27,66,0.00,5,,195
2015-3-3,3,2,1,1,-1,-3,95,81,57,1002,995,989,29,11,7,27,16,,0.51,6,Rain-Snow,203
2015-3-4,0,-2,-4,0,-2,-5,100,95,87,1013,1007,1002,29,7,0,13,6,,0.00,7,Fog,204
2015-3-5,2,-1,-4,-3,-4,-8,94,72,41,1016,1010,998,10,10,10,43,19,,0.00,6,,204
2015-3-6,3,1,-1,1,-2,-7,93,75,41,1005,1001,998,27,12,2,43,34,58,2.03,6,Rain-Snow,207
2015-3-7,4,2,1,0,-2,-4,93,64,44,1002,981,971,31,12,3,55,32,74,0.00,6,Rain-Snow,196
2015-3-8,2,1,0,0,-1,-3,100,83,61,981,978,974,23,8,0,58,42,69,5.08,7,Rain-Snow,213
2015-3-9,3,1,0,0,-2,-5,100,79,55,999,990,979,24,7,0,52,37,71,6.10,7,Rain-Snow-Hail,237
2015-3-10,2,1,-1,-1,-2,-5,93,77,49,1005,999,997,31,11,1,40,26,,0.00,6,Rain-Snow,205
2015-3-11,3,1,-2,0,-2,-4,100,79,52,1021,1016,1006,31,11,0,37,16,37,0.00,7,Rain-Snow,202
2015-3-12,6,3,1,0,-3,-6,93,59,33,1024,1015,1009,26,12,6,55,35,77,0.00,6,Rain-Snow,218
2015-3-13,7,4,1,1,-2,-6,87,61,33,1025,1021,1019,31,13,10,68,40,89,0.00,7,Rain-Snow,219
2015-3-14,4,3,3,3,1,-2,93,76,57,1043,1035,1021,29,11,3,55,31,61,3.05,7,Rain-Snow-Hail,224
2015-3-15,7,4,3,-1,-3,-6,75,50,30,1041,1036,1032,31,17,10,52,32,60,0.00,7,,214
2015-3-16,7,6,4,-2,-4,-6,61,44,28,1037,1035,1033,31,15,10,55,48,,0.00,6,,224
2015-3-17,4,3,3,2,-1,-4,93,68,43,1036,1032,1030,31,12,10,43,37,,0.00,7,Rain,210
2015-3-18,5,3,2,2,1,-1,93,76,56,1031,1025,1014,31,12,6,40,29,,2.03,7,Rain,211
2015-3-19,3,0,-2,1,-2,-10,100,80,51,1014,1007,1003,23,8,0,63,34,95,6.10,7,Rain-Snow-Hail,255
2015-3-20,-4,-6,-7,-7,-9,-11,87,70,47,1020,1017,1014,31,12,0,32,18,,0.00,5,Rain-Snow,20
2015-3-21,-3,-6,-8,-7,-9,-11,86,69,52,1023,1020,1013,23,11,6,29,11,,0.00,5,Rain-Snow,175
2015-3-22,0,-2,-4,0,-5,-9,100,76,50,1013,997,990,27,8,0,40,27,,2.03,7,Rain-Snow,190
2015-3-23,1,-2,-4,0,-3,-10,100,84,63,994,989,988,31,9,1,34,19,,6.10,7,Rain-Snow,63
2015-3-24,-1,-4,-7,-4,-8,-12,86,65,44,1016,1009,995,31,13,10,32,16,,0.00,5,Snow,235
2015-3-25,1,-2,-4,-1,-3,-8,100,85,58,1019,1014,1011,31,9,0,35,23,,5.08,6,Rain-Snow,195
2015-3-26,3,0,-5,-1,-6,-13,93,62,27,1021,1017,1013,31,12,3,34,14,,0.00,6,Snow,195
2015-3-27,2,-1,-5,-2,-7,-12,80,54,36,1013,1007,1003,31,12,8,43,27,42,0.00,5,Snow,186
2015-3-28,3,1,-1,-1,-2,-5,93,73,43,1004,1001,997,19,10,3,39,29,,0.00,5,Rain-Snow,197
2015-3-29,5,2,-1,-2,-4,-6,70,57,34,998,987,981,10,10,10,45,23,,0.00,6,,191
2015-3-30,4,3,2,-1,-2,-3,75,65,46,985,982,979,10,10,10,37,23,,0.00,7,,201
2015-3-31,2,0,-2,0,-2,-4,100,84,62,986,982,980,31,10,3,19,6,,0.00,6,Rain-Snow,102
2015-4-1,2,-1,-4,-2,-3,-5,95,77,56,989,983,980,31,11,10,11,6,,0.00,6,,191
2015-4-2,3,1,-1,0,-1,-3,93,84,69,1005,998,989,31,12,5,21,10,,0.00,7,Rain-Snow,239
2015-4-3,2,1,-1,0,-2,-4,93,76,58,1018,1012,1005,31,11,6,21,8,,0.00,7,Rain-Snow,35
2015-4-4,4,2,-1,-2,-3,-4,87,69,47,1024,1022,1019,23,11,10,19,10,,0.00,6,,118
2015-4-5,4,0,-4,-1,-3,-7,81,62,46,1023,1016,1008,31,13,10,47,18,,0.00,6,Rain-Snow,181
2015-4-6,3,2,2,1,1,-1,93,84,75,1008,1005,999,31,13,8,47,37,,1.02,7,Rain-Snow,209
2015-4-7,4,2,1,3,1,0,93,87,69,999,995,988,27,12,2,48,23,63,3.05,7,Rain-Snow,229
2015-4-8,4,2,0,1,-1,-2,100,79,57,1004,996,988,31,11,3,48,29,71,5.08,7,Rain-Snow,265
2015-4-9,3,2,0,0,-2,-3,100,77,50,1003,998,994,31,14,3,29,14,,0.00,5,Rain-Snow,240
2015-4-10,3,1,-1,0,-2,-5,95,77,47,999,995,990,31,9,0,26,14,,0.00,6,Rain-Snow,245
2015-4-11,3,1,-1,0,-2,-5,95,78,49,1008,1004,999,31,12,1,37,19,35,0.76,6,Rain-Snow,219
2015-4-12,5,2,-2,1,-2,-6,87,65,44,1002,998,997,31,14,10,19,6,,0.00,7,Rain,201
2015-4-13,3,2,1,1,-1,-7,93,82,37,1011,1002,997,31,11,5,24,6,,5.08,7,Rain-Snow,245
2015-4-14,4,1,-2,-1,-3,-4,87,67,42,1012,1005,997,31,16,10,18,6,,0.00,6,Snow,238
2015-4-15,6,3,1,-1,-4,-6,70,53,32,998,994,993,31,12,10,32,16,,0.00,2,,191
2015-4-16,6,2,-3,-1,-3,-5,80,63,35,1011,1003,996,31,20,10,14,5,,0.00,1,,26
2015-4-17,4,2,-1,2,1,-3,93,82,62,1020,1016,1011,31,11,6,32,11,,2.03,7,Rain,205
2015-4-18,6,4,3,3,2,1,93,86,68,1020,1017,1013,31,12,6,34,16,,3.05,7,Rain,207
2015-4-19,4,3,2,2,-1,-3,87,71,54,1020,1015,1011,24,11,5,48,27,60,0.51,7,Rain,290
2015-4-20,6,3,2,4,2,-1,93,86,66,1020,1018,1017,21,9,3,40,19,,3.05,7,Rain,231
2015-4-21,6,4,4,4,2,1,100,79,66,1019,1016,1007,31,13,3,48,23,66,0.00,7,Rain,226
2015-4-22,4,2,1,2,-1,-3,93,77,49,1007,1000,990,31,11,4,39,29,,2.03,7,Rain-Snow,211
2015-4-23,6,3,1,-1,-1,-3,87,69,48,993,991,989,31,11,10,29,16,,0.00,4,Rain,11
2015-4-24,6,3,0,0,-2,-4,87,66,42,1006,1000,994,31,10,10,23,10,,0.00,5,,9
2015-4-25,3,1,-1,-3,-8,-11,70,44,22,1013,1011,1006,31,12,10,19,13,,0.00,4,,113
2015-4-26,5,1,-3,-6,-7,-8,69,46,26,1012,1007,1005,31,26,23,29,10,,0.00,,,208
2015-4-27,5,1,-3,-3,-5,-6,75,56,38,1005,1004,1003,31,16,10,26,11,,0.00,5,,47
2015-4-28,2,-1,-3,-3,-6,-7,80,64,44,1014,1008,1004,31,12,3,32,21,,0.00,6,Rain-Snow,24
2015-4-29,3,-1,-5,-6,-9,-11,80,48,22,1015,1014,1013,31,17,10,27,11,,0.00,2,,191
2015-4-30,4,-1,-5,-6,-8,-11,80,48,21,1013,1012,1011,31,31,31,21,8,,0.00,8,,53
2015-5-1,6,3,-1,-2,-4,-7,81,55,37,1011,1008,1007,,,,24,19,,0.00,,,39
2015-5-2,6,3,0,0,-2,-5,93,66,33,1012,1011,1010,31,11,10,18,10,,0.00,6,Rain-Snow,53
2015-5-3,4,2,1,-1,-4,-6,81,60,40,1013,1011,1010,10,10,10,26,13,,0.00,7,Rain,39
2015-5-4,4,2,-1,-2,-4,-6,80,60,39,1016,1015,1013,31,11,10,26,11,,0.00,4,Snow,279
2015-5-5,7,3,-1,1,-2,-8,81,59,35,1016,1012,1008,10,10,10,26,13,,0.00,6,Rain,193
2015-5-6,10,6,1,4,2,-2,81,65,41,1008,1003,1001,27,12,10,29,11,,1.02,7,Rain,20
2015-5-7,10,8,4,6,4,1,100,80,59,1004,1000,997,31,12,10,26,10,,2.03,6,Rain,179
2015-5-8,13,7,2,4,3,1,93,65,38,1007,1005,1004,31,11,10,14,5,,0.00,5,,297
2015-5-9,7,6,5,5,4,3,93,84,64,1007,1006,1005,31,13,10,29,8,,2.03,7,Rain,265
2015-5-10,9,7,4,3,1,-2,87,63,34,1009,1008,1007,31,13,6,37,23,,0.00,5,Rain,215
2015-5-11,7,4,2,2,-2,-4,87,60,34,1012,1009,1002,26,11,8,42,21,,0.00,7,Rain,267
2015-5-12,9,7,4,4,1,-2,81,61,44,1003,1000,998,24,10,10,18,10,,0.00,7,Rain,20
2015-5-13,11,8,5,5,4,3,93,76,47,1002,1000,999,29,11,10,27,11,,0.00,6,Rain,219
2015-5-14,5,4,3,2,1,-1,87,77,61,1011,1005,1001,31,13,10,39,23,,1.02,7,Rain,358
2015-5-15,3,2,1,0,-3,-5,87,67,50,1017,1015,1011,31,12,10,29,24,,0.00,7,Rain-Snow,9
2015-5-16,6,3,1,-4,-6,-7,65,46,29,1018,1015,1012,31,11,10,21,11,,0.00,6,,42
2015-5-17,8,4,0,-1,-3,-6,65,49,32,1013,1010,1009,31,11,10,26,11,,0.00,6,,209
2015-5-18,11,8,4,1,-1,-2,70,50,29,1011,1010,1009,10,10,10,21,13,,0.00,4,,202
2015-5-19,9,6,2,2,0,-3,87,66,34,1011,1008,1005,26,11,10,23,8,,0.00,7,Rain,220
2015-5-20,9,7,3,3,2,0,87,69,43,1008,1007,1005,31,10,10,23,14,,0.00,6,Rain,290
2015-5-21,7,6,4,4,3,2,93,77,64,1010,1008,1005,31,12,10,24,10,,0.25,7,Rain,236
2015-5-22,12,8,4,4,1,-4,81,60,21,1010,1003,1000,27,11,10,27,14,,0.00,6,Rain,208
2015-5-23,7,5,3,3,2,1,93,80,60,1001,998,997,31,13,6,27,11,,2.03,7,Rain,22
2015-5-24,5,3,2,1,0,-2,93,73,52,1009,1006,1000,26,11,6,29,18,,0.51,7,Rain,306
2015-5-25,6,4,2,2,0,-1,93,73,56,1013,1011,1009,31,11,6,26,10,,0.00,7,Rain,25
2015-5-26,11,7,2,2,0,-2,75,57,37,1013,1011,1010,31,12,10,26,14,,0.00,3,Rain,26
2015-5-27,15,10,5,4,2,0,76,53,28,1010,1007,1003,31,15,10,26,13,,0.00,6,Rain,34
2015-5-28,12,9,6,7,6,4,93,74,49,1003,1001,1000,31,12,10,21,14,,0.51,7,Rain,31
2015-5-29,9,8,6,5,4,3,93,74,55,1003,1003,1001,31,12,10,32,13,,0.00,6,Rain,27
2015-5-30,13,9,6,6,4,3,87,68,40,1011,1005,1001,31,10,10,34,14,,0.25,6,Rain,270
2015-5-31,14,9,5,6,4,3,81,62,41,1012,1007,1001,10,10,10,35,16,,0.00,6,,35
2015-6-1,15,12,8,5,2,-1,71,47,22,1002,998,991,31,11,10,32,16,37,0.00,5,Rain,199
2015-6-2,9,8,7,6,5,4,87,77,58,995,991,988,31,12,10,43,21,,8.89,7,Rain,199
2015-6-3,11,8,4,5,3,2,87,69,48,995,992,989,31,12,10,23,16,,0.00,5,Rain,28
2015-6-4,6,4,3,3,2,1,87,79,65,1005,1001,995,31,12,3,32,13,35,5.08,7,Rain,224
2015-6-5,7,6,4,4,2,1,87,79,63,1013,1009,1005,31,13,6,37,21,,4.06,7,Rain,228
2015-6-6,8,6,3,3,2,1,93,76,55,1013,1011,1005,26,11,5,32,19,,2.03,6,Rain,243
2015-6-7,9,7,4,3,1,1,81,66,48,1013,1007,1003,31,11,10,23,16,,0.00,6,Rain,350
2015-6-8,8,6,4,4,2,0,87,73,56,1019,1017,1013,31,13,10,29,11,,2.03,7,Rain,252
2015-6-9,8,7,6,5,4,2,87,77,58,1019,1013,1004,27,12,7,40,32,,3.05,7,Rain,199
2015-6-10,7,6,5,6,4,3,93,82,67,1005,1001,999,27,12,6,40,23,,4.06,7,Rain,208
2015-6-11,7,6,3,3,2,-1,87,76,46,1005,1003,1001,31,12,5,37,18,35,3.05,7,Rain,251
2015-6-12,6,4,3,3,2,0,87,77,61,1005,1002,1000,31,13,6,32,19,,0.25,7,Rain,237
2015-6-13,7,5,3,3,2,1,87,78,64,1000,997,996,31,13,6,47,35,,0.00,7,Rain,221
2015-6-14,9,7,4,3,2,1,81,69,50,1000,998,996,31,11,10,40,31,,0.00,7,Rain,209
2015-6-15,12,9,5,4,3,1,87,61,43,1003,1000,999,31,11,10,29,10,,0.00,4,Rain,325
2015-6-16,8,8,7,4,3,2,81,71,58,1011,1007,1003,31,12,10,24,14,,1.02,7,Rain,337
2015-6-17,9,7,5,4,3,2,87,77,59,1012,1012,1010,31,12,10,18,8,,0.00,6,Rain,38
2015-6-18,13,9,5,4,3,1,87,65,38,1010,1008,1006,10,10,10,19,11,,0.00,3,,11
2015-6-19,9,8,6,4,2,1,81,65,43,1016,1012,1008,26,10,6,21,10,,0.00,5,Rain,27
2015-6-20,11,8,4,4,2,1,81,60,40,1017,1017,1016,10,10,10,16,8,,0.00,5,,270
2015-6-21,12,9,6,6,4,2,82,66,46,1017,1016,1015,10,10,10,19,10,,0.00,7,,32
2015-6-22,13,10,7,6,5,3,87,69,50,1015,1013,1012,31,13,10,23,10,,0.00,4,,342
2015-6-23,11,9,7,9,8,5,94,85,71,1013,1011,1010,31,13,10,26,21,,2.03,7,Rain,25
2015-6-24,14,12,9,11,9,8,94,85,70,1011,1008,1007,23,12,7,26,11,,0.00,6,Fog-Rain,15
2015-6-25,11,9,8,8,7,5,100,89,77,1009,1007,1005,29,12,5,24,19,,0.00,7,Fog,26
2015-6-26,8,7,6,6,3,1,87,72,51,1015,1013,1010,31,11,8,18,11,,0.00,7,,11
2015-6-27,9,8,6,5,2,1,81,65,45,1015,1013,1011,10,10,10,14,6,,0.00,7,,231
2015-6-28,9,8,6,7,5,4,87,78,64,1011,1010,1010,29,10,10,32,14,,3.05,7,Rain,248
